,Date,Open,High,Low,Close,Volume,ROE,PER,PBR
490,2015-12-28,335500,337500,330500,333500,146737,9.18,21.06,1.86
491,2015-12-29,331000,332500,327500,332000,145462,9.18,21.06,1.86
492,2015-12-30,333500,333500,326500,328500,170894,9.18,21.06,1.86
493,2016-01-04,332500,344500,329000,341500,316361,9.52,15.06,1.35
494,2016-01-05,337500,341500,337000,339500,235142,9.52,15.06,1.35
495,2016-01-06,340000,342000,336500,338000,203327,9.52,15.06,1.35
496,2016-01-07,337000,341000,323000,323000,341202,9.52,15.06,1.35
497,2016-01-08,315000,331500,315000,330000,272946,9.52,15.06,1.35
498,2016-01-11,330000,330500,322500,322500,172504,9.52,15.06,1.35
499,2016-01-12,325500,327500,318000,322500,232715,9.52,15.06,1.35
500,2016-01-13,327500,334000,325000,331500,131219,9.52,15.06,1.35
501,2016-01-14,325000,329500,321500,322000,188304,9.52,15.06,1.35
502,2016-01-15,325500,328000,311500,312000,291967,9.52,15.06,1.35
503,2016-01-18,304500,310000,303000,304500,336776,9.52,15.06,1.35
504,2016-01-19,306000,308000,301000,307000,180390,9.52,15.06,1.35
505,2016-01-20,305000,307500,292500,295000,256561,9.52,15.06,1.35
506,2016-01-21,294500,307500,294000,305500,249775,9.52,15.06,1.35
507,2016-01-22,310500,313000,296000,303500,320297,9.52,15.06,1.35
508,2016-01-25,307500,316000,301000,302000,323409,9.52,15.06,1.35
509,2016-01-26,291500,294000,273000,278500,1139086,9.52,15.06,1.35
510,2016-01-27,285500,294500,283500,293000,667777,9.52,15.06,1.35
511,2016-01-28,294500,298000,287500,296000,337794,9.52,15.06,1.35
512,2016-01-29,292000,296500,290500,295500,270782,9.52,15.06,1.35
513,2016-02-01,290000,292500,286000,289000,352393,9.52,15.06,1.35
514,2016-02-02,286500,294000,284500,286000,195433,9.52,15.06,1.35
515,2016-02-03,283000,289000,282000,289000,151007,9.52,15.06,1.35
516,2016-02-04,292000,303000,290500,302000,363336,9.52,15.06,1.35
517,2016-02-05,304000,306500,298000,301000,229611,9.52,15.06,1.35
518,2016-02-11,290000,295000,286000,286000,212021,9.52,15.06,1.35
519,2016-02-12,283500,287500,274000,283000,259768,9.52,15.06,1.35
520,2016-02-15,287500,291000,280000,281000,207001,9.52,15.06,1.35
521,2016-02-16,280500,294000,279000,293500,276592,9.52,15.06,1.35
522,2016-02-17,291000,293500,285000,285000,250841,9.52,15.06,1.35
523,2016-02-18,292500,297500,290500,295000,217481,9.52,15.06,1.35
524,2016-02-19,293000,303500,291000,303500,195785,9.52,15.06,1.35
525,2016-02-22,303000,307000,300000,303500,130584,9.52,15.06,1.35
526,2016-02-23,310000,310000,299500,299500,156369,9.52,15.06,1.35
527,2016-02-24,299500,307500,295000,295500,190266,9.52,15.06,1.35
528,2016-02-25,301000,301500,296000,297000,136060,9.52,15.06,1.35
529,2016-02-26,300000,301000,292000,293500,172110,9.52,15.06,1.35
530,2016-02-29,294000,301000,292500,300000,211647,9.52,15.06,1.35
531,2016-03-02,305000,315000,304000,312000,431708,9.52,15.06,1.35
532,2016-03-03,313500,317500,305000,308000,232125,9.52,15.06,1.35
533,2016-03-04,306500,307500,297000,298000,294991,9.52,15.06,1.35
534,2016-03-07,300500,301500,298000,299500,174584,9.52,15.06,1.35
535,2016-03-08,297000,302000,297000,298000,139563,9.52,15.06,1.35
536,2016-03-09,295500,300500,292000,296000,180728,9.52,15.06,1.35
537,2016-03-10,296500,298000,294500,295000,260931,9.52,15.06,1.35
538,2016-03-11,294000,299000,293500,296500,178612,9.52,15.06,1.35
539,2016-03-14,300000,303500,297000,303500,196344,9.52,15.06,1.35
